Timestamp,UTC Nanoseconds,MainObject,Camera.x,Camera.y,Camera.z,Frwd.x,Frwd.y,Frwd.z,Rot.x,Rot.y,Rot.z,Gaze.x,Gaze.y,Gaze.z,Gazedir.x,Gazedir.y,Gazedir.z,KeyPress,TargetName,TargetPosition.x,TargetPosition.y,TargetPosition.z
2024-07-08T15:10:37.7416300-07:00,1720476637741630000,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,None,t_1_2_2,0,-0.05,2.06
2024-07-08T15:10:38.4311305-07:00,1720476638431130500,Null,-0.002530381,-0.08273101,-0.3179697,0.07565341,0.1732651,0.9819652,-0.08637998,0.03944448,0.01660189,-0.002530381,-0.08273101,-0.3179697,0.07565341,0.1732651,0.9819652,None,t_1_2_2,0,-0.05,2.06
2024-07-08T15:10:38.6746299-07:00,1720476638674629900,Null,-0.02061195,-0.08405678,-0.3105297,0.1798709,0.1454284,0.9728808,-0.07073979,0.09249585,0.02682585,-0.02061195,-0.08405678,-0.3105297,0.1798709,0.1454284,0.9728807,None,t_1_2_2,0,-0.132731,2.06
2024-07-08T15:10:38.7904402-07:00,1720476638790440200,Null,-0.01645273,-0.08419304,-0.3117006,0.1496009,0.1397993,0.9788134,-0.06832262,0.07697602,0.02549097,-0.01645273,-0.08419304,-0.3117006,0.149601,0.1397993,0.9788135,None,t_1_2_2,0,-0.132731,2.06
2024-07-08T15:10:38.8499387-07:00,1720476638849938700,Null,-0.01432152,-0.08403356,-0.3124397,0.1361124,0.1426483,0.9803697,-0.07003898,0.07006898,0.02353755,-0.01432152,-0.08403356,-0.3124397,0.1361124,0.1426483,0.9803697,None,t_1_2_2,0,-0.132731,2.06
2024-07-08T15:10:38.9084412-07:00,1720476638908441200,Null,-0.0127841,-0.08378842,-0.3130458,0.1231893,0.1466773,0.9814836,-0.07227134,0.06352184,0.02236684,-0.0127841,-0.08378842,-0.3130458,0.1231893,0.1466773,0.9814836,None,t_1_2_2,0,-0.132731,2.06
2024-07-08T15:10:38.9699407-07:00,1720476638969940700,Null,-0.01137874,-0.08349185,-0.3137053,0.1065407,0.1505294,0.9828479,-0.07435861,0.05519824,0.02254771,-0.01137874,-0.08349185,-0.3137053,0.1065407,0.1505294,0.9828479,None,t_1_2_2,0,-0.132731,2.06
2024-07-08T15:10:39.0199392-07:00,1720476639019939200,Null,-0.01040018,-0.08311936,-0.314368,0.09132653,0.1536155,0.9839013,-0.07605371,0.04759397,0.02270048,-0.01040018,-0.08311936,-0.314368,0.09132653,0.1536155,0.9839013,None,t_1_2_2,0,-0.132731,2.06
2024-07-08T15:10:39.0694401-07:00,1720476639069440100,Null,-0.008849546,-0.0830168,-0.3154715,0.06838805,0.1582316,0.9850309,-0.07857203,0.03620766,0.02376951,-0.008849546,-0.0830168,-0.3154715,0.06838804,0.1582316,0.9850308,None,t_1_2_2,0,-0.132731,2.06
2024-07-08T15:10:39.1261618-07:00,1720476639126161800,Null,-0.007433677,-0.08297674,-0.3162504,0.0500204,0.1599916,0.9858502,-0.07966864,0.02697776,0.02340374,-0.007433677,-0.08297674,-0.3162504,0.0500204,0.1599916,0.9858502,None,t_1_2_2,0,-0.132731,2.06
2024-07-08T15:10:39.1796614-07:00,1720476639179661400,Null,-0.005729589,-0.08278944,-0.3169226,0.03277762,0.1630024,0.9860811,-0.08139097,0.01830256,0.02267117,-0.005729589,-0.08278944,-0.3169226,0.03277762,0.1630024,0.986081,None,t_1_2_2,0,-0.132731,2.06
2024-07-08T15:10:39.2346675-07:00,1720476639234667500,Null,-0.00381488,-0.08280323,-0.317615,0.01659392,0.1645472,0.9862296,-0.08235566,0.01013571,0.02187298,-0.00381488,-0.08280323,-0.317615,0.01659392,0.1645472,0.9862296,None,t_1_2_2,0,-0.132731,2.06
2024-07-08T15:10:39.3116591-07:00,1720476639311659100,Null,-0.0009609038,-0.08253203,-0.3184366,-0.004639543,0.1670673,0.9859346,-0.0838587,-0.0006536782,0.01989687,-1.058483E-05,-0.08265785,-0.3090438,-0.03320396,-0.04218107,0.998558,None,t_1_2_2,0,-0.132731,2.06
2024-07-08T15:10:39.3681613-07:00,1720476639368161300,Null,0.001935793,-0.082634,-0.3190373,-0.02673227,0.1681091,0.9854059,-0.08459075,-0.01189411,0.01793836,0.0001553057,-0.08265746,-0.3090665,-0.03337987,-0.04215876,0.9985532,None,t_1_2_2,0,-0.132731,2.06
2024-07-08T15:10:39.4221610-07:00,1720476639422161000,Null,0.004947625,-0.08269294,-0.3195528,-0.04982678,0.168512,0.9844394,-0.08499543,-0.02358093,0.01679749,0.0004559142,-0.08265826,-0.3091052,-0.03364064,-0.0420821,0.9985477,None,t_1_2_2,0,-0.132731,2.06
2024-07-08T15:10:39.4831612-07:00,1720476639483161200,Null,0.008296098,-0.08246461,-0.3196158,-0.07295638,0.1689498,0.9829208,-0.08537032,-0.03537654,0.01472263,0.0008731842,-0.08265068,-0.3091422,-0.0346233,-0.04239377,0.9985009,None,t_1_2_2,0,-0.132731,2.06
2024-07-08T15:10:39.5421599-07:00,1720476639542159900,Null,0.01075002,-0.08184049,-0.319598,-0.08737013,0.1696886,0.9816172,-0.08582346,-0.0427288,0.01348095,0.001409877,-0.08261822,-0.309171,-0.03551313,-0.04318749,0.9984356,None,t_1_2_2,0,-0.132731,2.06
2024-07-08T15:10:39.6046610-07:00,1720476639604661000,Null,0.01401492,-0.08210626,-0.3197621,-0.1045893,0.1652034,0.9806982,-0.08359026,-0.05160988,0.01121759,0.002050763,-0.08260192,-0.3092026,-0.03624491,-0.04432477,0.9983595,None,t_1_2_2,0,-0.132731,2.06
2024-07-08T15:10:39.6706598-07:00,1720476639670659800,Null,0.01689657,-0.08298631,-0.320089,-0.1196582,0.1588011,0.9800327,-0.08030675,-0.05945142,0.008434347,0.00244906,-0.0826402,-0.3092939,-0.04275972,-0.04590899,0.9980301,None,t_1_2_2,0,-0.132731,2.06
