Timestamp,time_difference,gaze_velocity,is_fixation_int,fixation_event,fixation_duration,fixation_dispersion,is_saccade_int,saccade_event,saccade_duration,saccade_dispersion,gaze_acceleration,event,fixation_x_mean,fixation_x_std,fixation_y_mean,fixation_y_std,saccade_x_mean,saccade_x_std,saccade_y_mean,saccade_y_std,fixation_x_skew,fixation_y_skew,fixation_x_kurt,fixation_y_kurt,saccade_amplitude,k_coefficient,fixation_path_length,saccade_path_length,fixation_angular_displacement_centroid,angular_displacement_last_sample,saccadic_ratio,angular_displacement_saccade_point,saccade_gaze_velocity_mean,saccade_gaze_velocity_median,saccade_gaze_velocity_max,saccade_gaze_velocity_std_dev,saccade_gaze_velocity_skew,saccade_gaze_velocity_kurtosis,saccade_gaze_acceleration_mean,saccade_gaze_acceleration_median,saccade_gaze_acceleration_max,saccade_gaze_acceleration_std_dev,saccade_gaze_acceleration_skew,saccade_gaze_acceleration_kurtosis,saccade_gaze_velocity_x_mean,saccade_gaze_velocity_x_median,saccade_gaze_velocity_x_max,saccade_gaze_velocity_x_std_dev,saccade_gaze_velocity_x_skew,saccade_gaze_velocity_x_kurtosis,saccade_gaze_velocity_y_mean,saccade_gaze_velocity_y_median,saccade_gaze_velocity_y_max,saccade_gaze_velocity_y_std_dev,saccade_gaze_velocity_x_skew,saccade_gaze_velocity_y_kurtosis,saccade_gaze_acceleration_x_mean,saccade_gaze_acceleration_x_median,saccade_gaze_acceleration_x_max,saccade_gaze_acceleration_x_std_dev,saccade_gaze_acceleration_x_skew,saccade_gaze_acceleration_x_kurtosis,saccade_gaze_acceleration_y_mean,saccade_gaze_acceleration_y_median,saccade_gaze_acceleration_y_max,saccade_gaze_acceleration_y_std_dev,saccade_gaze_acceleration_y_skew,saccade_gaze_acceleration_y_kurtosis,fixation_velocity_mean,dispersion,transition_int
34714920381,0.0222227,20.364593872035282,0,0.0,0.0,0.0,0,0,0.0,0.0,-859.6442277956185,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8572052536984176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9775840781022,0
34715142608,0.011111300000000001,112.28979771783864,0,0.0,0.0,0.0,0,0,0.0,0.0,8273.127702951351,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8517866791061002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.97808294885823,0
34715253721,0.011111500000000002,22.042653366860886,0,0.0,0.0,0.0,0,0,0.0,0.0,-8121.95872303269,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8464658661571981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.97833051562226,0
34715364836,0.011111200000000002,4.0935693150704955,1,6.0,0.1444475,0.008005449686145348,0,0,0.0,0.0,-1615.4046414240036,fixation,-0.006086767308725251,0.0013473960038973803,-0.039044040516804414,0.0007372294915685067,0.0,0.0,0.0,0.0,0.2709411067834924,-0.8062401792121201,-1.6425133226343551,-0.30169926897288146,0.0,0.441034304530641,0.0,0.0,1.498092679218533,134.66220135786423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.226487254129901,89.97855934166925,0
34715475948,0.0111114,3.4314844057897003,1,6.0,0.1444475,0.008005449686145348,0,0,0.0,0.0,-59.58609259686405,fixation,-0.006086767308725251,0.0013473960038973803,-0.039044040516804414,0.0007372294915685067,0.0,0.0,0.0,0.0,0.2709411067834924,-0.8062401792121201,-1.6425133226343551,-0.30169926897288146,0.0,0.4396777559422127,0.0,0.0,1.498092679218533,134.66220135786423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.226487254129901,89.97877800542672,0
34715587062,0.011111300000000001,4.120451720275071,1,6.0,0.1444475,0.008005449686145348,0,0,0.0,0.0,62.006004201611916,fixation,-0.006086767308725251,0.0013473960038973803,-0.039044040516804414,0.0007372294915685067,0.0,0.0,0.0,0.0,0.2709411067834924,-0.8062401792121201,-1.6425133226343551,-0.30169926897288146,0.0,0.43833366580300315,0.0,0.0,1.498092679218533,134.66220135786423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.226487254129901,89.97897255513186,0
34715698175,0.0111114,7.963005508792896,1,6.0,0.1444475,0.008005449686145348,0,0,0.0,0.0,345.820849624514,fixation,-0.006086767308725251,0.0013473960038973803,-0.039044040516804414,0.0007372294915685067,0.0,0.0,0.0,0.0,0.2709411067834924,-0.8062401792121201,-1.6425133226343551,-0.30169926897288146,0.0,0.4370018443235678,0.0,0.0,1.498092679218533,134.66220135786423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.226487254129901,89.97914927210958,0
34715809289,0.011111300000000001,5.408056177816911,1,6.0,0.1444475,0.008005449686145348,0,0,0.0,0.0,-229.94153078181535,fixation,-0.006086767308725251,0.0013473960038973803,-0.039044040516804414,0.0007372294915685067,0.0,0.0,0.0,0.0,0.2709411067834924,-0.8062401792121201,-1.6425133226343551,-0.30169926897288146,0.0,0.43568210574279126,0.0,0.0,1.498092679218533,134.66220135786423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.226487254129901,89.97930993320331,0
34715920402,0.011111500000000002,9.73756236338005,1,6.0,0.1444475,0.008005449686145348,0,0,0.0,0.0,389.6419192335093,fixation,-0.006086767308725251,0.0013473960038973803,-0.039044040516804414,0.0007372294915685067,0.0,0.0,0.0,0.0,0.2709411067834924,-0.8062401792121201,-1.6425133226343551,-0.30169926897288146,0.0,0.43437426821848646,0.0,0.0,1.498092679218533,134.66220135786423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.226487254129901,89.97945614742153,0
34716031517,0.011111300000000001,4.749308858015961,1,6.0,0.1444475,0.008005449686145348,0,0,0.0,0.0,-448.93518358464706,fixation,-0.006086767308725251,0.0013473960038973803,-0.039044040516804414,0.0007372294915685067,0.0,0.0,0.0,0.0,0.2709411067834924,-0.8062401792121201,-1.6425133226343551,-0.30169926897288146,0.0,0.4330781537216055,0.0,0.0,1.498092679218533,134.66220135786423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.226487254129901,89.97966508411184,0
34716142630,0.0111114,7.9448097888424165,1,6.0,0.1444475,0.008005449686145348,0,0,0.0,0.0,287.5876064966121,fixation,-0.006086767308725251,0.0013473960038973803,-0.039044040516804414,0.0007372294915685067,0.0,0.0,0.0,0.0,0.2709411067834924,-0.8062401792121201,-1.6425133226343551,-0.30169926897288146,0.0,0.4317935879339259,0.0,0.0,1.498092679218533,134.66220135786423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.226487254129901,89.97906481354049,0
34716253744,0.011111300000000001,5.020348897120033,1,6.0,0.1444475,0.008005449686145348,0,0,0.0,0.0,-263.1970059059141,fixation,-0.006086767308725251,0.0013473960038973803,-0.039044040516804414,0.0007372294915685067,0.0,0.0,0.0,0.0,0.2709411067834924,-0.8062401792121201,-1.6425133226343551,-0.30169926897288146,0.0,0.4305204001490741,0.0,0.0,1.498092679218533,134.66220135786423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.226487254129901,89.97784833872461,0
34716364857,0.0111114,4.117408698312154,1,6.0,0.1444475,0.008005449686145348,0,0,0.0,0.0,-81.26250506757732,fixation,-0.006086767308725251,0.0013473960038973803,-0.039044040516804414,0.0007372294915685067,0.0,0.0,0.0,0.0,0.2709411067834924,-0.8062401792121201,-1.6425133226343551,-0.30169926897288146,0.0,0.4292584231767609,0.0,0.0,1.498092679218533,134.66220135786423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.226487254129901,89.97743112672578,0
34716475971,0.011111300000000001,0.590886557770531,1,6.0,0.1444475,0.008005449686145348,0,0,0.0,0.0,-317.3815971615943,fixation,-0.006086767308725251,0.0013473960038973803,-0.039044040516804414,0.0007372294915685067,0.0,0.0,0.0,0.0,0.2709411067834924,-0.8062401792121201,-1.6425133226343551,-0.30169926897288146,0.0,0.42800749325010623,0.0,0.0,1.498092679218533,134.66220135786423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.226487254129901,89.97697490125975,0
