Timestamp,time_difference,gaze_velocity,is_fixation_int,fixation_event,fixation_duration,fixation_dispersion,is_saccade_int,saccade_event,saccade_duration,saccade_dispersion,gaze_acceleration,event,fixation_x_mean,fixation_x_std,fixation_y_mean,fixation_y_std,saccade_x_mean,saccade_x_std,saccade_y_mean,saccade_y_std,fixation_x_skew,fixation_y_skew,fixation_x_kurt,fixation_y_kurt,saccade_amplitude,k_coefficient,fixation_path_length,saccade_path_length,fixation_angular_displacement_centroid,angular_displacement_last_sample,saccadic_ratio,angular_displacement_saccade_point,saccade_gaze_velocity_mean,saccade_gaze_velocity_median,saccade_gaze_velocity_max,saccade_gaze_velocity_std_dev,saccade_gaze_velocity_skew,saccade_gaze_velocity_kurtosis,saccade_gaze_acceleration_mean,saccade_gaze_acceleration_median,saccade_gaze_acceleration_max,saccade_gaze_acceleration_std_dev,saccade_gaze_acceleration_skew,saccade_gaze_acceleration_kurtosis,saccade_gaze_velocity_x_mean,saccade_gaze_velocity_x_median,saccade_gaze_velocity_x_max,saccade_gaze_velocity_x_std_dev,saccade_gaze_velocity_x_skew,saccade_gaze_velocity_x_kurtosis,saccade_gaze_velocity_y_mean,saccade_gaze_velocity_y_median,saccade_gaze_velocity_y_max,saccade_gaze_velocity_y_std_dev,saccade_gaze_velocity_x_skew,saccade_gaze_velocity_y_kurtosis,saccade_gaze_acceleration_x_mean,saccade_gaze_acceleration_x_median,saccade_gaze_acceleration_x_max,saccade_gaze_acceleration_x_std_dev,saccade_gaze_acceleration_x_skew,saccade_gaze_acceleration_x_kurtosis,saccade_gaze_acceleration_y_mean,saccade_gaze_acceleration_y_median,saccade_gaze_acceleration_y_max,saccade_gaze_acceleration_y_std_dev,saccade_gaze_acceleration_y_skew,saccade_gaze_acceleration_y_kurtosis,fixation_velocity_mean,dispersion,transition_int
36471683054,0.011111300000000001,6.561497476440807,1,3.0,0.2373154,0.007816456108267584,0,0,0.0,0.0,33.33137308460467,fixation,-0.004216401375532167,0.004050896528539683,0.00013679337630306094,0.0007031794924192349,0.0,0.0,0.0,0.0,-0.32877791067250384,0.6224410433538353,-1.1984414815541724,-0.8225861649985227,0.0,0.4970849958683234,0.006064372327045464,0.0,2.8249100773382105,121.75526984046138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32413367707448,89.99986430128867,0
36471794167,0.0111114,4.992862433019058,1,3.0,0.2373154,0.007816456108267584,0,0,0.0,0.0,-141.1734833973891,fixation,-0.004216401375532167,0.004050896528539683,0.00013679337630306094,0.0007031794924192349,0.0,0.0,0.0,0.0,-0.32877791067250384,0.6224410433538353,-1.1984414815541724,-0.8225861649985227,0.0,0.4922073238674997,0.0043947694614062845,0.0,2.8249100773382105,121.75526984046138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32413367707448,89.99984389260638,0
36471905281,0.0111114,1.1448237026531745,1,3.0,0.2373154,0.007816456108267584,0,0,0.0,0.0,-346.314481556409,fixation,-0.004216401375532167,0.004050896528539683,0.00013679337630306094,0.0007031794924192349,0.0,0.0,0.0,0.0,-0.32877791067250384,0.6224410433538353,-1.1984414815541724,-0.8225861649985227,0.0,0.48747094516958345,0.0168245671174319,0.0,2.8249100773382105,121.75526984046138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32413367707448,89.99982329106041,0
36472016395,0.011111200000000002,4.106832211019871,1,3.0,0.2373154,0.007816456108267584,0,0,0.0,0.0,266.5786331239376,fixation,-0.004216401375532167,0.004050896528539683,0.00013679337630306094,0.0007031794924192349,0.0,0.0,0.0,0.0,-0.32877791067250384,0.6224410433538353,-1.1984414815541724,-0.8225861649985227,0.0,0.48286914680411597,0.013421089699364657,0.0,2.8249100773382105,121.75526984046138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32413367707448,89.99980133342014,0
36472127507,0.011111300000000001,5.016154741280741,1,3.0,0.2373154,0.007816456108267584,0,0,0.0,0.0,81.8376364836581,fixation,-0.004216401375532167,0.004050896528539683,0.00013679337630306094,0.0007031794924192349,0.0,0.0,0.0,0.0,-0.32877791067250384,0.6224410433538353,-1.1984414815541724,-0.8225861649985227,0.0,0.47839565524062305,0.0033865910895226037,0.0,2.8249100773382105,121.75526984046138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32413367707448,89.9997780490481,0
36472238620,0.0111114,7.21478616280855,1,3.0,0.2373154,0.007816456108267584,0,0,0.0,0.0,197.8716832737377,fixation,-0.004216401375532167,0.004050896528539683,0.00013679337630306094,0.0007031794924192349,0.0,0.0,0.0,0.0,-0.32877791067250384,0.6224410433538353,-1.1984414815541724,-0.8225861649985227,0.0,0.47404459998697684,0.009297920637829802,0.0,2.8249100773382105,121.75526984046138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32413367707448,89.999752665161,0
36472349734,0.011111200000000002,2.9389295260833537,1,3.0,0.2373154,0.007816456108267584,0,0,0.0,0.0,-384.8240187131179,fixation,-0.004216401375532167,0.004050896528539683,0.00013679337630306094,0.0007031794924192349,0.0,0.0,0.0,0.0,-0.32877791067250384,0.6224410433538353,-1.1984414815541724,-0.8225861649985227,0.0,0.4698104808153179,0.004481905242948017,0.0,2.8249100773382105,121.75526984046138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32413367707448,89.99972582337747,0
36472460846,0.0111114,2.719401038207224,1,3.0,0.2373154,0.007816456108267584,0,0,0.0,0.0,-19.757050225545804,fixation,-0.004216401375532167,0.004050896528539683,0.00013679337630306094,0.0007031794924192349,0.0,0.0,0.0,0.0,-0.32877791067250384,0.6224410433538353,-1.1984414815541724,-0.8225861649985227,0.0,0.4656881381949851,0.0034549762705738942,0.0,2.8249100773382105,121.75526984046138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32413367707448,89.99969622474217,0
36472571960,0.011111300000000001,4.829810018521585,1,3.0,0.2373154,0.007816456108267584,0,0,0.0,0.0,189.93357935744342,fixation,-0.004216401375532167,0.004050896528539683,0.00013679337630306094,0.0007031794924192349,0.0,0.0,0.0,0.0,-0.32877791067250384,0.6224410433538353,-1.1984414815541724,-0.8225861649985227,0.0,0.4616727265672987,0.008842784217265542,0.0,2.8249100773382105,121.75526984046138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32413367707448,89.9996657399006,0
36472683073,0.011111300000000001,4.681916269428504,1,3.0,0.2373154,0.007816456108267584,0,0,0.0,0.0,-13.310211144787884,fixation,-0.004216401375532167,0.004050896528539683,0.00013679337630306094,0.0007031794924192349,0.0,0.0,0.0,0.0,-0.32877791067250384,0.6224410433538353,-1.1984414815541724,-0.8225861649985227,0.0,0.45775969014426143,0.0057739049036406335,0.0,2.8249100773382105,121.75526984046138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32413367707448,89.9996657399006,0
