Timestamp,Hand,Joint,Position_X,Position_Y,Position_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
32283587798,Left,IndexTip,-0.20792948,-0.3568061,-0.5382499,-0.27907604,-0.12242478,0.9526253,0.013791591
32283587798,Left,MiddleMetacarpal,-0.24287528,-0.38987553,-0.40331128,-0.12734023,-0.050373435,0.98986614,-0.037577704
32283587798,Left,MiddleProximal,-0.2273584,-0.38304567,-0.46345666,-0.1719309,-0.15049933,0.9731204,-0.029128008
32283587798,Left,MiddleIntermediate,-0.21079102,-0.36764294,-0.50899357,-0.19104075,-0.09388426,0.9768587,-0.024655946
32283587798,Left,MiddleDistal,-0.20119502,-0.36261982,-0.532676,-0.21548915,-0.109975316,0.9655244,-0.100408345
32283587798,Left,MiddleTip,-0.19474013,-0.35842562,-0.5471707,-0.21548915,-0.109975316,0.9655244,-0.100408345
32283587798,Left,RingMetacarpal,-0.23239791,-0.39089867,-0.39930665,-0.17863189,-0.104972035,0.9771399,0.047635265
32283587798,Left,RingProximal,-0.21011011,-0.37922236,-0.45604405,-0.13320549,-0.09943155,0.9855261,-0.033542104
32283587798,Left,RingIntermediate,-0.19877785,-0.37014636,-0.49788496,-0.16280767,-0.05634383,0.98088473,-0.091141395
32283587798,Left,RingDistal,-0.19158706,-0.36688542,-0.5197649,-0.17306986,-0.06522554,0.9768653,-0.10964528
32283587798,Left,RingTip,-0.185915,-0.36398578,-0.53609264,-0.17306986,-0.06522554,0.9768653,-0.10964528
32283587798,Left,LittleMetacarpal,-0.2245709,-0.3890912,-0.39498234,-0.23468326,-0.16058932,0.9475517,0.14587861
32283587798,Left,LittleProximal,-0.19551888,-0.37515244,-0.44452128,-0.103512466,-0.018975513,0.9931322,-0.05128669
32283587798,Left,LittleIntermediate,-0.1882139,-0.3734192,-0.47959694,-0.22248887,-0.019056952,0.9619986,-0.15753885
32283587798,Left,LittleDistal,-0.18014126,-0.37137672,-0.49681696,-0.14159398,-0.103126004,0.9629158,-0.20651367
32283587798,Left,LittleTip,-0.17687204,-0.36772135,-0.5101632,-0.14159398,-0.103126004,0.9629158,-0.20651367
32283587798,Right,Palm,0.035482883,-0.10974556,-0.30594218,0.38045272,0.32239345,-0.26646906,0.8245726
32283587798,Right,Wrist,0.04777874,-0.14854696,-0.27545553,0.38045272,0.32239345,-0.26646906,0.8245726
32283587798,Right,ThumbMetacarpal,0.022895223,-0.13546494,-0.27842733,0.5736881,0.26501703,0.4133469,0.65604115
32283587798,Right,ThumbProximal,-0.013936474,-0.111547515,-0.28749,0.43738344,0.106656834,0.4151875,0.79093266
32283587798,Right,ThumbDistal,-0.03090009,-0.09230547,-0.30648908,0.5360804,0.2083511,0.41351253,0.70626724
32283587798,Right,ThumbTip,-0.045212917,-0.080954276,-0.31307432,0.5360804,0.2083511,0.41351253,0.70626724
32283587798,Right,IndexMetacarpal,0.03224924,-0.1340218,-0.28407064,0.37348455,0.46381578,-0.32467848,0.73482525
32283587798,Right,IndexProximal,0.004572053,-0.08044293,-0.3023973,0.30812752,0.3203872,-0.17835316,0.877848
32283587798,Right,IndexIntermediate,-0.015254943,-0.051738054,-0.32889253,0.2877016,0.29438454,-0.07785151,0.9080932
32283587798,Right,IndexDistal,-0.027150294,-0.03793827,-0.34494457,-0.23990253,-0.29104757,0.17684072,-0.90947783
32283587798,Right,IndexTip,-0.033769898,-0.029929874,-0.35558873,-0.23990253,-0.29104757,0.17684072,-0.90947783
32283587798,Right,MiddleMetacarpal,0.039020162,-0.1350859,-0.28839442,0.44274288,0.30140072,-0.2508857,0.80634534
32283587798,Right,MiddleProximal,0.02246935,-0.080823295,-0.31512758,0.31150943,0.3110708,-0.2078825,0.87350106
32283587798,Right,MiddleIntermediate,0.0014639688,-0.04664449,-0.34620446,0.31926572,0.29426262,-0.22163102,0.873241
32283587798,Right,MiddleDistal,-0.008097643,-0.028982425,-0.36220074,0.3004777,0.2957598,-0.29212704,0.85895324
32283587798,Right,MiddleTip,-0.013546646,-0.017703606,-0.37276495,0.3004777,0.2957598,-0.29212704,0.85895324
32283587798,Right,RingMetacarpal,0.04763155,-0.13647321,-0.29466602,0.41569608,0.21006295,-0.18385357,0.86560285
32283587798,Right,RingProximal,0.0347687,-0.08784888,-0.32921025,0.32112324,0.29543105,-0.2219071,0.8719952
32283587798,Right,RingIntermediate,0.018546779,-0.05776801,-0.35616058,-0.21503216,-0.3230011,0.25122195,-0.8868399
32283587798,Right,RingDistal,0.007896991,-0.045323577,-0.3721664,0.23737404,0.30721986,-0.27116278,0.881101
32283587798,Right,RingTip,0.0007244943,-0.03515666,-0.3843235,0.23737404,0.30721986,-0.27116278,0.881101
32283587798,Right,LittleMetacarpal,0.053390283,-0.14022522,-0.3006605,0.3727489,0.104282215,-0.10379974,0.9161927
32283587798,Right,LittleProximal,0.04685475,-0.09972134,-0.34091714,0.3147458,0.26982987,-0.2615409,0.871632
32283587798,Right,LittleIntermediate,0.03739152,-0.078371085,-0.36122903,-0.16657859,-0.24538098,0.35369667,-0.8871988
32283587798,Right,LittleDistal,0.031631216,-0.069871396,-0.37617216,-0.11552492,-0.3352629,0.33955607,-0.87159467
32283587798,Right,LittleTip,0.024431262,-0.06379006,-0.3868107,-0.11552492,-0.3352629,0.33955607,-0.87159467
32283932969,Left,Palm,-0.22569753,-0.38657847,-0.4302577,-0.15874574,-0.10684504,0.9790496,-0.06643086
32283932969,Left,Wrist,-0.24554859,-0.39842725,-0.38855392,-0.15874574,-0.10684504,0.9790496,-0.06643086
32283932969,Left,ThumbMetacarpal,-0.2594402,-0.38542324,-0.41097325,0.19124028,-0.008521277,0.84223413,0.50454664
32283932969,Left,ThumbProximal,-0.273285,-0.37625843,-0.4519529,-0.16955414,-0.21616712,0.8017269,0.53136444
32283932969,Left,ThumbDistal,-0.25732124,-0.3709533,-0.4789845,-0.065260634,-0.18101132,0.827648,0.5277585
32283932969,Left,ThumbTip,-0.25158152,-0.3665231,-0.4967533,-0.065260634,-0.18101132,0.827648,0.5277585
32283932969,Left,IndexMetacarpal,-0.24862373,-0.38844687,-0.40810764,-0.06387604,-0.061428897,0.97264725,-0.21471742
32283932969,Left,IndexProximal,-0.24257877,-0.37937254,-0.46889773,-0.25183302,-0.13548227,0.9580121,0.021331362
32283932969,Left,IndexIntermediate,-0.22027245,-0.3680042,-0.50711024,-0.23116939,-0.17124468,0.95278317,0.097786546
32283932969,Left,IndexDistal,-0.20883144,-0.36121702,-0.52726173,-0.28689817,-0.10419135,0.95250154,0.0102907345
32283932969,Left,IndexTip,-0.20073208,-0.3583735,-0.5392947,-0.28689817,-0.10419135,0.95250154,0.0102907345
32283932969,Left,MiddleMetacarpal,-0.24112779,-0.38974032,-0.40416658,-0.15942279,-0.05097558,0.9852097,-0.03670857
32283932969,Left,MiddleProximal,-0.22166346,-0.38270748,-0.46336287,-0.18648326,-0.13345556,0.9728725,-0.030886158
32283932969,Left,MiddleIntermediate,-0.20352247,-0.36883286,-0.50914323,-0.20699236,-0.060228385,0.97630674,-0.022726864
32283932969,Left,MiddleDistal,-0.19304483,-0.36551496,-0.53282523,-0.22904845,-0.07693887,0.96563894,-0.09986959
32283932969,Left,MiddleTip,-0.18604916,-0.3623252,-0.54732496,-0.22904845,-0.07693887,0.96563894,-0.09986959
32283932969,Left,RingMetacarpal,-0.23093286,-0.39087084,-0.399482,-0.21053943,-0.105079964,0.9707227,0.048256405
32283932969,Left,RingProximal,-0.20477468,-0.37940028,-0.455013,-0.15634263,-0.06579994,0.9852314,-0.023732409
32283932969,Left,RingIntermediate,-0.19126758,-0.3733279,-0.4967591,-0.1847541,-0.012059146,0.9795347,-0.07968729
32283932969,Left,RingDistal,-0.18288602,-0.3720927,-0.518443,-0.1943505,-0.02049734,0.97596353,-0.09890904
32283932969,Left,RingTip,-0.17631239,-0.37071547,-0.5346317,-0.1943505,-0.02049734,0.97596353,-0.09890904
32283932969,Left,LittleMetacarpal,-0.22339815,-0.38915712,-0.39463165,-0.2674954,-0.16019258,0.93827873,0.14972475
32283932969,Left,LittleProximal,-0.19081526,-0.3760923,-0.44236007,-0.13500038,0.03606777,0.990032,-0.01808016
32283932969,Left,LittleIntermediate,-0.18105939,-0.3785084,-0.47726187,-0.24712302,0.03376447,0.959047,-0.13467023
32283932969,Left,LittleDistal,-0.17181471,-0.37847337,-0.49401817,-0.16723217,-0.051309556,0.9677149,-0.1828705
32283932969,Left,LittleTip,-0.16748266,-0.37619042,-0.5073672,-0.16723217,-0.051309556,0.9677149,-0.1828705
32283932969,Right,Palm,0.03576594,-0.109158546,-0.30566403,0.38514996,0.33171347,-0.2808093,0.81387
32283932969,Right,Wrist,0.0480109,-0.14875323,-0.2759442,0.38514996,0.33171347,-0.2808093,0.81387
32283932969,Right,ThumbMetacarpal,0.023377417,-0.13490908,-0.2780907,0.58564097,0.26314372,0.39991367,0.65455925
32283932969,Right,ThumbProximal,-0.01308688,-0.10995323,-0.28600872,0.44990185,0.111090496,0.40163788,0.7902981
32283932969,Right,ThumbDistal,-0.030238323,-0.09008934,-0.30426505,0.5488454,0.21045208,0.40006524,0.7035809
32283932969,Right,ThumbTip,-0.04450216,-0.078371905,-0.31027737,0.5488454,0.21045208,0.40006524,0.7035809
32283932969,Right,IndexMetacarpal,0.032599423,-0.13362518,-0.28397205,0.37867373,0.47207254,-0.33629185,0.7215687
32283932969,Right,IndexProximal,0.005721147,-0.07918591,-0.30082753,0.3052219,0.3317481,-0.18887115,0.8724264
32283932969,Right,IndexIntermediate,-0.014532487,-0.050442383,-0.326761,-0.2807696,-0.30713308,0.08641903,-0.9052463
32283932969,Right,IndexDistal,-0.026854819,-0.036818188,-0.34262645,-0.23070899,-0.30342567,0.1840452,-0.9063647
32283932969,Right,IndexTip,-0.033780787,-0.028948039,-0.3531812,-0.23070899,-0.30342567,0.1840452,-0.9063647
32283932969,Right,MiddleMetacarpal,0.03920699,-0.13479173,-0.28850162,0.44727308,0.30945063,-0.26535422,0.7960992
32283932969,Right,MiddleProximal,0.023213869,-0.07989923,-0.31408045,0.30903378,0.32287794,-0.21954101,0.86722094
32283932969,Right,MiddleIntermediate,0.0017549896,-0.045623858,-0.34444878,0.302664,0.3098184,-0.22736447,0.8723017
32283932969,Right,MiddleDistal,-0.0085684,-0.028485904,-0.3604611,0.28426582,0.30980876,-0.2981516,0.85746396
32283932969,Right,MiddleTip,-0.014495716,-0.017481381,-0.37105706,0.28426582,0.30980876,-0.2981516,0.85746396
32283932969,Right,RingMetacarpal,0.047587674,-0.13630769,-0.2950367,0.42001152,0.21871388,-0.19892816,0.8580105
32283932969,Right,RingProximal,0.034911793,-0.08713137,-0.32861224,0.31587452,0.30633906,-0.23461494,0.8668065
32283932969,Right,RingIntermediate,0.018272484,-0.05708567,-0.3552435,-0.19984478,-0.33768335,0.25831947,-0.88287216
32283932969,Right,RingDistal,0.0069778604,-0.045015387,-0.37109357,-0.21682581,-0.32296717,0.2783826,-0.8785617
32283932969,Right,RingTip,-0.00081597845,-0.035266936,-0.38323638,-0.21682581,-0.32296717,0.2783826,-0.8785617
32283932969,Right,LittleMetacarpal,0.053075414,-0.14012723,-0.30124062,0.37710047,0.11389282,-0.11958351,0.9113305
32283932969,Right,LittleProximal,0.046336878,-0.09911166,-0.34082586,0.30972654,0.28165454,-0.27534455,0.86541593
32283932969,Right,LittleIntermediate,0.036574457,-0.077821836,-0.36083168,-0.15186843,-0.26127002,0.36131373,-0.8822147
32283932969,Right,LittleDistal,0.030177549,-0.06951296,-0.37571302,-0.08960062,-0.35579318,0.34819943,-0.8630378
