Timestamp,time_difference,gaze_velocity,is_fixation_int,fixation_event,fixation_duration,fixation_dispersion,is_saccade_int,saccade_event,saccade_duration,saccade_dispersion,gaze_acceleration,event,fixation_x_mean,fixation_x_std,fixation_y_mean,fixation_y_std,saccade_x_mean,saccade_x_std,saccade_y_mean,saccade_y_std,fixation_x_skew,fixation_y_skew,fixation_x_kurt,fixation_y_kurt,saccade_amplitude,k_coefficient,fixation_path_length,saccade_path_length,fixation_angular_displacement_centroid,angular_displacement_last_sample,saccadic_ratio,angular_displacement_saccade_point,saccade_gaze_velocity_mean,saccade_gaze_velocity_median,saccade_gaze_velocity_max,saccade_gaze_velocity_std_dev,saccade_gaze_velocity_skew,saccade_gaze_velocity_kurtosis,saccade_gaze_acceleration_mean,saccade_gaze_acceleration_median,saccade_gaze_acceleration_max,saccade_gaze_acceleration_std_dev,saccade_gaze_acceleration_skew,saccade_gaze_acceleration_kurtosis,saccade_gaze_velocity_x_mean,saccade_gaze_velocity_x_median,saccade_gaze_velocity_x_max,saccade_gaze_velocity_x_std_dev,saccade_gaze_velocity_x_skew,saccade_gaze_velocity_x_kurtosis,saccade_gaze_velocity_y_mean,saccade_gaze_velocity_y_median,saccade_gaze_velocity_y_max,saccade_gaze_velocity_y_std_dev,saccade_gaze_velocity_x_skew,saccade_gaze_velocity_y_kurtosis,saccade_gaze_acceleration_x_mean,saccade_gaze_acceleration_x_median,saccade_gaze_acceleration_x_max,saccade_gaze_acceleration_x_std_dev,saccade_gaze_acceleration_x_skew,saccade_gaze_acceleration_x_kurtosis,saccade_gaze_acceleration_y_mean,saccade_gaze_acceleration_y_median,saccade_gaze_acceleration_y_max,saccade_gaze_acceleration_y_std_dev,saccade_gaze_acceleration_y_skew,saccade_gaze_acceleration_y_kurtosis,fixation_velocity_mean,transition_int,dispersion
36472794186,0.0111114,4.4684513932181185,0,0.0,0.0,0.0,0,0,0.0,0.0,-19.211339364111204,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3256970702076571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89.99670696575365
36472905300,0.011111200000000002,2.757401229288505,0,0.0,0.0,0.0,0,0,0.0,0.0,-153.99328280740275,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32140499957145746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89.99659560596999
36473016412,0.0111114,0.9112488972709628,0,0.0,0.0,0.0,0,0,0.0,0.0,-166.14938999743885,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3172686689358532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89.99647592556897
36473127526,0.011111200000000002,6.314355250584794,0,0.0,0.0,0.0,0,0,0.0,0.0,486.27568159279195,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3132791966266486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89.99635158883012
36473238638,0.022222600000000002,3.9090875435926584,0,0.0,0.0,0.0,0,0,0.0,0.0,-108.2352068161302,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3094283791280206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89.99622018348211
36473460864,0.0111985,4.126041547030797,0,0.0,0.0,0.0,0,0,0.0,0.0,19.3734878276679,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30570862688740047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89.99592009473443
36473572849,0.0154131,2.2596950666844386,0,0.0,0.0,0.0,0,0,0.0,0.0,-121.08832618657887,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30211290731967827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89.99575658941485
36473726980,0.010700200000000002,2.866871101499327,0,0.0,0.0,0.0,0,0,0.0,0.0,56.744363172173244,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29863469408252724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89.99559728079791
36473833982,0.011062800000000001,6.231264864728506,0,0.0,0.0,0.0,0,0,0.0,0.0,304.1177426356057,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2952679218293057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89.99543594385915
36473944610,0.0111111,118.54686985858866,0,0.0,0.0,0.0,1,4,0.05555650000000001,0.03543030357609663,10108.414557861972,saccade,0.0,0.0,0.0,0.0,-0.016320729855059068,0.003926304335740712,0.0024251949471606263,0.0005039923767850002,0.0,0.0,0.0,0.0,0.007889312018793374,-5.534661198191928,0.0,0.0029668167383094524,0.0,0.0,2133.807382729089,18.468956576916934,62.89361708258612,59.484516885781886,118.54686985858866,56.25067256407933,0.056384378087564524,-5.673474984910156,184.90871059889056,-666.0696993236327,10108.414557861972,7490.321107092267,0.6634791099969722,1.612619965505207,-0.19141207429639992,-0.16156446890502923,0.043516815387733075,0.24757488337914615,-0.3938191679253929,-3.2068426463843345,0.02780131437031312,0.028754571358960833,0.03759539826331019,0.010391140061230536,-0.3938191679253929,-4.231386373069832,-3.407815405892076,5.927927244185256,16.457832790818067,27.33245507632231,-1.3883732669196773,1.3828517847217086,0.1445845478774127,0.025737670155032616,1.39693793170433,0.9527234801381338,0.6796826732144563,0.7943840042414472,0.0,0,89.99547030617919
36474055721,0.011111600000000001,104.13327766191817,0,0.0,0.0,0.0,1,4,0.05555650000000001,0.03543030357609663,-1297.1662223865592,saccade,0.0,0.0,0.0,0.0,-0.016320729855059068,0.003926304335740712,0.0024251949471606263,0.0005039923767850002,0.0,0.0,0.0,0.0,0.007889312018793374,-4.835281464655384,0.0,0.001323021813301249,0.0,0.0,2133.807382729089,18.468956576916934,62.89361708258612,59.484516885781886,118.54686985858866,56.25067256407933,0.056384378087564524,-5.673474984910156,184.90871059889056,-666.0696993236327,10108.414557861972,7490.321107092267,0.6634791099969722,1.612619965505207,-0.19141207429639992,-0.16156446890502923,0.043516815387733075,0.24757488337914615,-0.3938191679253929,-3.2068426463843345,0.02780131437031312,0.028754571358960833,0.03759539826331019,0.010391140061230536,-0.3938191679253929,-4.231386373069832,-3.407815405892076,5.927927244185256,16.457832790818067,27.33245507632231,-1.3883732669196773,1.3828517847217086,0.1445845478774127,0.025737670155032616,1.39693793170433,0.9527234801381338,0.6796826732144563,0.7943840042414472,0.0,0,89.99574018199314
36474166837,0.011111300000000001,14.8357561096456,0,0.0,0.0,0.0,1,4,0.05555650000000001,0.03543030357609663,-8036.640316819145,saccade,0.0,0.0,0.0,0.0,-0.016320729855059068,0.003926304335740712,0.0024251949471606263,0.0005039923767850002,0.0,0.0,0.0,0.0,0.007889312018793374,-4.364796215918836,0.0,0.015274100060682047,0.0,0.0,2133.807382729089,18.468956576916934,62.89361708258612,59.484516885781886,118.54686985858866,56.25067256407933,0.056384378087564524,-5.673474984910156,184.90871059889056,-666.0696993236327,10108.414557861972,7490.321107092267,0.6634791099969722,1.612619965505207,-0.19141207429639992,-0.16156446890502923,0.043516815387733075,0.24757488337914615,-0.3938191679253929,-3.2068426463843345,0.02780131437031312,0.028754571358960833,0.03759539826331019,0.010391140061230536,-0.3938191679253929,-4.231386373069832,-3.407815405892076,5.927927244185256,16.457832790818067,27.33245507632231,-1.3883732669196773,1.3828517847217086,0.1445845478774127,0.025737670155032616,1.39693793170433,0.9527234801381338,0.6796826732144563,0.7943840042414472,0.0,0,89.99600103667753
36474277950,0.022222500000000003,14.058564700192054,0,0.0,0.0,0.0,1,4,0.05555650000000001,0.03543030357609663,-34.97317626070626,saccade,0.0,0.0,0.0,0.0,-0.016320729855059068,0.003926304335740712,0.0024251949471606263,0.0005039923767850002,0.0,0.0,0.0,0.0,0.007889312018793374,-4.020051583690937,0.0,0.004973754718845548,0.0,0.0,2133.807382729089,18.468956576916934,62.89361708258612,59.484516885781886,118.54686985858866,56.25067256407933,0.056384378087564524,-5.673474984910156,184.90871059889056,-666.0696993236327,10108.414557861972,7490.321107092267,0.6634791099969722,1.612619965505207,-0.19141207429639992,-0.16156446890502923,0.043516815387733075,0.24757488337914615,-0.3938191679253929,-3.2068426463843345,0.02780131437031312,0.028754571358960833,0.03759539826331019,0.010391140061230536,-0.3938191679253929,-4.231386373069832,-3.407815405892076,5.927927244185256,16.457832790818067,27.33245507632231,-1.3883732669196773,1.3828517847217086,0.1445845478774127,0.025737670155032616,1.39693793170433,0.9527234801381338,0.6796826732144563,0.7943840042414472,0.0,0,89.99625278114594
36474500175,0.011111300000000001,6.2080458024742695,0,0.0,0.0,0.0,0,0,0.0,0.0,-706.5346897048755,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20278954758633738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89.99672658106456
