Timestamp,UTC Nanoseconds,MainObject,Camera.x,Camera.y,Camera.z,Frwd.x,Frwd.y,Frwd.z,Rot.x,Rot.y,Rot.z,Gaze.x,Gaze.y,Gaze.z,Gazedir.x,Gazedir.y,Gazedir.z,KeyPress,TargetName,TargetPosition.x,TargetPosition.y,TargetPosition.z
2024-07-08T15:13:39.3062528-07:00,1720476819306252800,Null,-0.00237988,-0.00136551,-0.0002866909,-0.01474701,0.07326221,0.9972036,-0.03667416,-0.007291619,0.002372434,-0.00237988,-0.00136551,-0.0002866909,-0.01474701,0.07326222,0.9972037,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:39.3522556-07:00,1720476819352255600,Null,-0.002421297,-0.001220886,-0.0005679205,-0.01407728,0.07417265,0.9971461,-0.03713272,-0.006937938,0.002846005,-0.002421297,-0.001220886,-0.0005679205,-0.01407728,0.07417265,0.997146,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:39.4021011-07:00,1720476819402101100,Null,-0.00245582,-0.001002996,-0.000937067,-0.01459821,0.07553899,0.997036,-0.03781736,-0.007201049,0.002734769,-0.00245582,-0.001002996,-0.000937067,-0.01459821,0.07553899,0.997036,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:39.4581297-07:00,1720476819458129700,Null,-0.002578036,-0.001015977,-0.001431026,-0.01519286,0.07661922,0.9969447,-0.03836148,-0.007487479,0.002990094,-0.002578036,-0.001015977,-0.001431026,-0.01519286,0.07661922,0.9969447,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:39.5046291-07:00,1720476819504629100,Null,-0.002689341,-0.0006924389,-0.001982942,-0.0158589,0.07751153,0.9968653,-0.03880953,-0.007820621,0.002962989,-0.002689341,-0.0006924389,-0.001982942,-0.0158589,0.07751153,0.9968654,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:39.5541322-07:00,1720476819554132200,Null,-0.002847932,-0.0006451745,-0.003032297,-0.01688711,0.07959106,0.9966846,-0.03986021,-0.008299956,0.003776704,-0.002847932,-0.0006451745,-0.003032297,-0.01688711,0.07959106,0.9966846,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:39.6106296-07:00,1720476819610629600,Null,-0.002873409,-0.0007644063,-0.004017442,-0.01736655,0.07897796,0.9967251,-0.03955469,-0.008537338,0.003867828,-0.002873409,-0.0007644063,-0.004017442,-0.01736655,0.07897796,0.9967251,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:39.6601287-07:00,1720476819660128700,Null,-0.003040754,-0.0005500139,-0.005191155,-0.01732925,0.0782423,0.9967837,-0.03918182,-0.008538796,0.003388032,-0.003040754,-0.0005500139,-0.005191155,-0.01732925,0.0782423,0.9967837,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:39.7026304-07:00,1720476819702630400,Null,-0.003415696,-0.0005341871,-0.006510921,-0.01756133,0.07754762,0.996834,-0.03883256,-0.008662933,0.003209622,-0.003415696,-0.0005341871,-0.006510921,-0.01756133,0.07754762,0.996834,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:39.7536269-07:00,1720476819753626900,Null,-0.003914356,-0.0004592308,-0.008230917,-0.01927788,0.0757532,0.9969403,-0.03794011,-0.009509709,0.003599681,-0.003914356,-0.0004592308,-0.008230917,-0.01927788,0.0757532,0.9969403,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:39.8060293-07:00,1720476819806029300,Null,-0.004360085,-0.0004429017,-0.01028151,-0.02149479,0.07173852,0.9971918,-0.0359332,-0.0106248,0.003621221,-0.004360085,-0.0004429017,-0.01028151,-0.02149479,0.07173852,0.9971918,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:39.8550308-07:00,1720476819855030800,Null,-0.0048011,-0.0003028348,-0.01189933,-0.02246141,0.07203029,0.9971495,-0.03607853,-0.01111713,0.003369482,-0.0048011,-0.0003028348,-0.01189933,-0.02246141,0.07203028,0.9971495,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:39.9065279-07:00,1720476819906527900,Null,-0.005554143,-0.000224384,-0.01477344,-0.02377242,0.07148932,0.9971581,-0.03580662,-0.01178422,0.003083783,-0.005554143,-0.000224384,-0.01477344,-0.02377242,0.07148932,0.9971581,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:39.9515277-07:00,1720476819951527700,Null,-0.007030746,0.000105137,-0.01939979,-0.02458144,0.06880722,0.9973271,-0.03447105,-0.01217385,0.003628576,-0.007030746,0.000105137,-0.01939979,-0.02458144,0.06880722,0.997327,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:40.0015311-07:00,1720476820001531100,Null,-0.008466742,0.0002212728,-0.02373471,-0.02519733,0.06737377,0.9974096,-0.03376609,-0.01245237,0.004575307,-0.008466742,0.0002212728,-0.02373471,-0.02519733,0.06737377,0.9974096,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:40.0524881-07:00,1720476820052488100,Null,-0.01032088,0.001343142,-0.02852051,-0.02448079,0.06865208,0.9973403,-0.03439493,-0.01211864,0.003776662,-0.01032088,0.001343142,-0.02852051,-0.02448079,0.06865208,0.9973403,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:40.1084889-07:00,1720476820108488900,Null,-0.0126301,0.00174896,-0.03386657,-0.02190798,0.06884558,0.9973868,-0.03448454,-0.01083705,0.003598541,-0.0126301,0.00174896,-0.03386657,-0.02190798,0.06884558,0.9973868,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:40.1524890-07:00,1720476820152489000,Null,-0.01491775,0.002310595,-0.03929935,-0.01511698,0.06705225,0.9976349,-0.03356428,-0.007481263,0.002433324,-0.01491775,0.002310595,-0.03929935,-0.01511698,0.06705225,0.997635,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:40.1981220-07:00,1720476820198122000,Null,-0.0170249,0.003605616,-0.04336177,-0.007185029,0.06484811,0.9978693,-0.03244681,-0.003544679,0.001532616,-0.0170249,0.003605616,-0.04336177,-0.007185029,0.06484812,0.9978693,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:40.2504656-07:00,1720476820250465600,Null,-0.02062766,0.00557462,-0.04909414,0.001130048,0.06560361,0.9978451,-0.03281898,0.0005943461,0.0008836892,-0.02062766,0.00557462,-0.04909414,0.001130048,0.06560361,0.9978451,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:40.3031316-07:00,1720476820303131600,Null,-0.02447452,0.008349854,-0.0542762,0.007993911,0.07120848,0.9974294,-0.03562391,0.004028241,0.0008055041,-0.02447452,0.008349854,-0.0542762,0.00799391,0.07120848,0.9974294,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:40.3503227-07:00,1720476820350322700,Null,-0.02846026,0.009759469,-0.05878636,0.01326691,0.07732334,0.9969178,-0.03867613,0.006727493,0.002296849,-0.02846026,0.009759469,-0.05878636,0.01326691,0.07732335,0.9969178,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:40.4058202-07:00,1720476820405820200,Null,-0.03202508,0.01138107,-0.06248993,0.01532601,0.08290456,0.9964396,-0.04145228,0.007867073,0.004751842,-0.03202508,0.01138107,-0.06248993,0.01532601,0.08290456,0.9964396,None,t_1_2_3 (1),0,-0.002299309,2.12
2024-07-08T15:13:40.4508213-07:00,1720476820450821300,Null,-0.03511077,0.0129872,-0.06540986,0.01463355,0.08981273,0.9958512,-0.04488531,0.00772844,0.008985817,-0.03511077,0.0129872,-0.06540986,0.01463355,0.08981273,0.9958512,None,t_1_2_3 (1),0,-0.002299309,2.12
